,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
200,2019-05-15,1557892800,70.1,44.1,57.6,70.1,44.1,57.6,46.4,69.4,0.0,0.0,0.0,,0.0,0.0,17.2,10.3,212.1,1016.2,42.0,9.9,126.7,10.9,5.0,,06:28:53,1557916133,20:43:23,1557967403,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72422093820', 'KLEX', 'KFFT', '72423353841', '99999963838', '72423513810', 'C3512']",obs
201,2020-05-06,1588741200,62.0,39.8,50.8,62.0,35.0,48.8,41.6,72.9,0.0,0.0,0.0,,0.0,0.0,26.3,15.9,317.0,1020.5,54.4,9.8,216.4,18.8,10.0,,05:52:27,1588762347,19:58:29,1588813109,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['74466653944', 'KTAZ', 'KSPI', 'KAAA', '72439093822', 'D3458', '74467204862']",obs
202,2022-05-29,1653796800,82.1,56.0,68.3,82.8,56.0,68.4,59.5,77.6,0.0,0.0,0.0,,0.0,0.0,10.1,6.9,119.6,1016.3,45.8,6.5,201.6,17.2,8.0,30.0,06:06:00,1653818760,20:42:26,1653871346,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', 'F7791', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
203,2021-05-25,1621915200,89.5,68.2,79.4,87.7,68.2,78.8,59.5,54.4,0.0,0.0,0.0,,0.0,0.0,23.0,15.9,215.8,1019.0,42.1,9.7,292.5,25.2,10.0,,06:08:56,1621937336,20:49:34,1621990174,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', '0731W', 'AV747', '72428014821']",obs
204,2021-05-21,1621569600,82.2,63.8,74.0,81.6,63.8,73.9,56.8,57.2,0.0,0.0,0.0,,0.0,0.0,23.7,14.9,181.6,1027.8,46.4,9.9,109.4,9.4,4.0,,06:24:47,1621592687,20:58:14,1621645094,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72435653866', 'KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
205,2023-05-03,1683086400,53.7,39.1,45.8,53.7,31.6,41.2,38.8,77.1,0.014,100.0,8.33,['rain'],0.0,0.0,30.5,22.2,301.1,1006.9,99.5,9.7,107.4,9.3,3.0,10.0,06:29:55,1683109795,20:28:36,1683160116,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', '0731W', 'AV747', '72428014821']",obs
206,2023-05-03,1683090000,71.9,38.0,56.1,71.9,34.4,55.3,29.6,42.2,0.0,0.0,0.0,,0.0,0.0,18.3,10.3,310.8,1013.4,0.0,9.9,306.0,26.6,9.0,10.0,06:09:21,1683112161,20:02:31,1683162151,0.43,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU', 'ASLM7']",obs
207,2023-05-03,1683086400,59.5,40.8,49.5,59.5,33.7,46.2,36.6,61.9,0.0,0.0,0.0,,0.0,0.0,30.9,17.3,327.1,1011.0,53.6,9.9,205.1,17.7,7.0,10.0,06:42:54,1683110574,20:40:48,1683160848,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
208,2023-05-17,1684296000,71.4,54.2,61.9,71.4,54.2,61.9,46.3,60.5,0.0,0.0,0.0,,0.0,0.0,20.8,11.4,41.6,1012.9,31.9,9.9,178.7,15.3,6.0,10.0,06:28:23,1684319303,20:54:15,1684371255,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
209,2023-05-29,1685332800,84.8,56.4,72.6,82.5,56.4,72.0,46.8,41.8,0.0,0.0,0.0,,0.0,0.0,24.1,12.7,34.8,1014.7,40.9,9.9,221.6,19.2,8.0,10.0,06:20:06,1685355606,21:04:25,1685408665,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
210,2022-05-14,1652500800,82.4,62.2,70.1,83.1,62.2,70.2,61.0,74.6,0.165,100.0,20.83,['rain'],0.0,0.0,25.3,15.3,109.6,1013.8,59.8,9.6,257.2,22.4,9.0,60.0,06:17:47,1652523467,20:39:34,1652575174,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', '0731W', '72428014821']",obs
211,2022-05-28,1653714000,73.3,61.3,65.9,73.3,61.3,65.9,56.3,72.0,0.0,0.0,0.0,,0.0,0.0,12.3,7.5,343.8,1014.7,81.5,9.3,125.2,10.7,4.0,10.0,05:32:54,1653733974,19:56:22,1653785782,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72327013897', '0679W', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
212,2021-05-01,1619845200,78.4,48.6,63.9,78.4,47.4,63.9,40.4,45.1,0.0,0.0,0.0,,0.0,0.0,,8.6,46.1,1018.7,17.6,9.9,293.5,25.4,9.0,,05:53:56,1619866436,19:34:59,1619915699,0.66,Clear,Clear conditions throughout the day.,clear-day,"['72327013897', '0679W', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
213,2019-06-28,1561694400,89.9,68.4,79.4,91.2,68.4,80.5,66.2,67.2,0.0,0.0,0.0,,0.0,0.0,20.8,10.1,232.3,1021.1,31.9,9.5,305.1,26.4,10.0,,06:05:40,1561716340,21:04:47,1561770287,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', 'E5493', '72428014821']",obs
214,2020-06-16,1592280000,74.0,56.0,64.6,74.0,56.0,64.6,54.7,72.3,0.0,0.0,0.0,,0.0,0.0,18.3,9.2,83.9,1025.0,62.5,9.7,143.0,12.4,6.0,,06:02:32,1592301752,20:52:25,1592355145,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
215,2021-06-15,1623733200,92.0,65.0,80.1,89.0,65.0,78.9,53.6,43.8,0.0,0.0,0.0,,0.0,0.0,,11.4,82.2,1016.2,0.0,9.9,284.8,24.8,10.0,,05:43:55,1623753835,20:34:52,1623807292,0.18,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
216,2022-06-27,1656306000,88.3,73.7,79.5,85.7,73.7,78.7,56.4,47.9,0.0,0.0,0.0,,0.0,0.0,23.0,15.8,0.6,1020.3,59.0,9.1,298.2,25.7,9.0,10.0,05:32:05,1656325925,20:08:23,1656378503,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72327013897', '0679W', 'E9547', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
217,2020-06-12,1591938000,89.0,61.1,75.4,86.3,61.1,74.6,54.4,52.6,0.0,0.0,0.0,,0.0,0.0,17.2,10.2,337.8,1023.1,8.1,9.9,257.2,22.4,9.0,,05:29:53,1591957793,20:27:29,1592011649,0.72,Clear,Clear conditions throughout the day.,clear-day,"['KTAZ', 'KSPI', 'KAAA', '72439093822', 'D3458', '74467204862']",obs
218,2020-06-03,1591160400,91.1,69.2,79.7,95.2,69.2,81.8,67.4,67.0,0.003,100.0,4.17,['rain'],0.0,0.0,42.0,22.5,236.2,1010.5,21.3,9.9,236.3,20.4,9.0,,05:31:33,1591180293,20:22:31,1591233751,0.43,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"['74466653944', 'KTAZ', 'KSPI', 'KAAA', 'E7786', 'F6994', '72439093822', 'D3458', '74467204862']",obs
219,2021-06-22,1624338000,83.0,53.1,69.8,81.4,53.1,69.5,50.3,54.5,0.0,0.0,0.0,,0.0,0.0,20.8,12.7,186.7,1015.0,15.4,9.9,318.3,27.3,10.0,,05:45:00,1624358700,20:36:42,1624412202,0.43,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
220,2020-06-15,1592193600,78.1,55.1,66.5,78.1,55.1,66.5,53.0,63.8,0.0,0.0,0.0,,0.0,0.0,20.8,12.8,46.7,1024.0,17.4,9.9,294.0,25.1,9.0,,06:15:54,1592216154,21:04:34,1592269474,0.82,Clear,Clear conditions throughout the day.,clear-day,"['72422093820', 'KLEX', 'KFFT', '0786W', '72423353841', 'C3512', '99999963838', '72423513810']",obs
221,2022-06-28,1656388800,80.0,54.0,66.3,79.5,54.0,66.3,56.1,74.5,0.0,0.0,0.0,,0.0,0.0,7.6,5.8,22.1,1022.6,41.9,9.9,159.5,13.7,7.0,10.0,06:05:26,1656410726,20:54:18,1656464058,0.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', 'F7791', '72412003872', 'KCRW', 'KHTS']",obs
222,2023-06-08,1686200400,80.0,50.0,65.5,80.0,50.0,65.5,39.9,44.2,0.0,0.0,0.0,,0.0,0.0,16.1,7.9,16.7,1011.6,0.0,8.8,285.5,24.7,8.0,10.0,05:30:28,1686220228,20:25:10,1686273910,0.66,Clear,Clear conditions throughout the day.,clear-day,"['74466653944', 'KTAZ', 'KSPI', 'KAAA', 'F6994', '72439093822', '74467204862']",obs
223,2020-06-11,1591848000,79.3,62.0,71.1,79.3,62.0,71.1,53.4,56.1,0.0,0.0,0.0,,0.0,0.0,29.8,15.9,272.2,1017.2,36.8,9.9,344.6,29.7,9.0,,06:02:52,1591869772,21:00:58,1591923658,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCMH', 'KTZR', '0262W', 'KOSU', '72092800315', '72428804804', '0731W', '72428014821']",obs
224,2022-06-29,1656475200,86.5,58.9,74.1,84.6,58.9,73.6,52.5,49.4,0.0,0.0,0.0,,0.0,0.0,17.2,8.4,225.0,1022.6,11.9,9.9,208.9,17.9,10.0,10.0,06:19:27,1656497967,21:16:45,1656551805,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72435653866', 'F9019', 'AR470', 'KIND', '72438093819', '72438453842', '72057500173']",obs
225,2020-06-16,1592280000,74.0,56.0,64.6,74.0,56.0,64.6,54.7,72.3,0.0,0.0,0.0,,0.0,0.0,18.3,9.2,83.9,1025.0,62.5,9.7,143.0,12.4,6.0,,06:02:32,1592301752,20:52:25,1592355145,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
226,2023-06-20,1687237200,89.9,63.0,78.5,89.2,63.0,78.3,60.7,58.4,0.0,0.0,0.0,,0.0,0.0,37.9,11.4,71.7,1012.2,0.0,8.7,298.6,25.6,9.0,10.0,05:44:28,1687257868,20:36:14,1687311374,0.08,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
227,2020-06-23,1592884800,80.9,69.2,74.8,82.2,69.2,75.0,65.3,73.8,0.458,100.0,20.83,['rain'],0.0,0.0,34.4,13.8,240.5,1008.1,60.5,9.9,5.0,0.0,0.0,,06:17:18,1592907438,21:06:29,1592960789,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72422093820', 'KLEX', 'KFFT', '0786W', '72423353841', '99999963838', '72423513810']",obs
228,2023-06-04,1685854800,89.9,65.1,77.6,89.2,65.1,77.3,57.1,51.9,0.0,0.0,0.0,,0.0,0.0,18.3,15.9,54.1,1014.2,4.3,7.7,258.4,22.2,8.0,30.0,05:31:29,1685874689,20:22:44,1685928164,0.52,Clear,Clear conditions throughout the day.,clear-day,"['74466653944', 'KTAZ', 'KSPI', 'KAAA', 'F6994', '72439093822', '74467204862']",obs
229,2019-06-10,1560142800,80.9,66.2,74.6,83.4,66.2,75.1,63.9,70.9,0.0,0.0,0.0,,0.0,0.0,25.0,16.6,328.6,1016.2,47.1,8.7,216.1,18.6,7.0,,05:29:31,1560162571,20:03:48,1560215028,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72327013897', 'E9547', 'KJWN', 'KBNA', 'KMQY', '72327199999']",obs
230,2021-06-28,1624856400,93.0,72.6,82.5,97.1,72.6,85.4,69.7,66.8,0.042,100.0,4.17,['rain'],0.0,0.0,16.1,9.6,122.9,1021.0,30.6,9.9,209.3,18.0,9.0,,05:32:32,1624876352,20:08:24,1624928904,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72327013897', '0679W', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
231,2023-06-20,1687237200,91.1,61.0,77.4,91.6,61.0,77.4,57.8,53.1,0.0,0.0,0.0,,0.0,0.0,25.2,13.8,44.4,1013.9,3.5,6.4,291.4,25.1,8.0,10.0,05:30:26,1687257026,20:30:00,1687311000,0.08,Clear,Clear conditions throughout the day.,clear-day,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', 'F6994', '72439093822', '74467204862']",obs
232,2020-06-25,1593057600,83.0,61.1,69.3,82.3,61.1,69.3,59.3,74.2,0.024,100.0,8.33,['rain'],0.0,0.0,33.3,13.8,281.6,1015.6,45.1,9.2,192.9,16.8,9.0,,06:04:29,1593079469,20:54:12,1593132852,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72425003860', 'KBKW', 'F6696', '72414013866', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
233,2020-06-29,1593403200,83.9,69.2,75.9,88.8,69.2,77.0,69.1,80.4,0.0,0.0,0.0,,0.0,0.0,16.1,5.8,258.9,1013.7,69.1,9.3,125.5,10.8,6.0,,06:06:02,1593425162,20:54:13,1593478453,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
234,2021-06-04,1622782800,86.0,60.2,74.0,84.1,60.2,73.6,56.2,57.6,0.0,0.0,0.0,,0.0,0.0,,11.4,191.4,1014.7,11.3,9.6,252.0,21.7,10.0,,05:45:09,1622803509,20:29:27,1622856567,0.81,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
235,2020-06-15,1592197200,84.8,68.0,76.6,87.0,68.0,77.2,61.7,60.5,0.0,0.0,0.0,,0.0,0.0,18.3,12.7,106.1,1021.9,2.1,9.9,286.4,24.7,10.0,,05:43:55,1592217835,20:34:57,1592271297,0.82,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
236,2022-07-01,1656648000,87.1,68.0,77.1,92.1,68.0,79.2,69.0,77.3,0.0,0.0,0.0,,0.0,0.0,24.2,11.4,226.1,1017.4,75.8,9.9,109.2,9.3,7.0,100.0,06:06:44,1656670004,20:54:08,1656723248,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KBKW', '72425003860', 'F6696', '72414013866', 'F7791', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
237,2020-07-09,1594270800,92.0,74.9,83.7,98.7,74.9,87.0,69.7,64.1,0.0,0.0,0.0,,0.0,0.0,25.1,13.9,184.6,1009.2,12.7,9.9,289.5,25.1,9.0,,05:52:56,1594291976,20:34:55,1594344895,0.65,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
238,2022-07-21,1658376000,83.9,72.0,77.4,89.5,72.0,78.9,71.7,83.5,0.751,100.0,16.67,['rain'],0.0,0.0,51.5,9.2,221.4,1009.1,59.2,9.5,119.6,10.1,6.0,75.0,06:19:43,1658398783,20:45:55,1658450755,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KBKW', '72425003860', 'F6696', '72414013866', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
239,2022-07-01,1656648000,93.7,72.0,82.1,95.1,72.0,83.5,65.3,58.7,0.002,100.0,4.17,['rain'],0.0,0.0,28.9,17.2,245.2,1015.0,49.2,9.9,171.3,14.8,8.0,75.0,06:20:22,1656670822,21:16:34,1656724594,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72435653866', 'F9019', 'KEYE', 'AR470', 'KIND', '72438093819', '72438453842', '72057500173']",obs
240,2019-07-02,1562040000,91.1,71.1,80.7,98.4,71.1,84.1,70.4,72.4,0.205,100.0,4.17,['rain'],0.0,0.0,31.1,11.4,252.4,1014.5,10.7,9.8,175.0,14.9,9.0,,06:20:29,1562062829,21:06:30,1562115990,0.0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['72422093820', 'KLEX', 'KFFT', '72423353841', '99999963838', '72423513810', 'C3512']",obs
241,2020-07-13,1594612800,86.0,62.1,74.0,86.9,62.1,74.1,61.3,68.0,0.0,0.0,0.0,,0.0,0.0,17.2,10.3,317.2,1013.2,2.3,9.9,5.0,0.0,0.0,,06:27:30,1594636050,21:02:55,1594688575,0.77,Clear,Clear conditions throughout the day.,clear-day,"['72422093820', 'KLEX', 'KFFT', '0786W', '72423353841', '99999963838', '72423513810']",obs
242,2023-07-23,1690088400,92.9,68.0,80.1,94.1,68.0,81.4,66.0,64.8,0.0,0.0,0.0,,0.0,0.0,18.3,10.3,221.8,1012.9,1.2,9.9,256.4,22.1,8.0,60.0,06:02:44,1690110164,20:27:21,1690162041,0.2,Clear,Clear conditions throughout the day.,clear-day,"['D5315', '72445803963', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
243,2023-07-30,1690689600,84.6,66.7,76.4,85.3,66.7,76.8,64.4,68.3,0.0,0.0,0.0,,0.0,0.0,19.7,13.1,333.7,1017.2,37.1,9.9,220.9,19.1,8.0,10.0,06:41:37,1690713697,21:00:02,1690765202,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72435653866', 'KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
244,2021-07-04,1625374800,87.5,61.3,74.9,87.0,61.3,74.9,60.3,63.8,0.0,0.0,0.0,,0.0,0.0,,8.0,340.2,1016.3,8.1,9.6,288.7,24.8,9.0,,05:35:14,1625394914,20:07:53,1625447273,0.83,Clear,Clear conditions throughout the day.,clear-day,"['72327013897', '0679W', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
245,2021-07-16,1626411600,91.2,72.7,81.8,95.2,72.7,84.3,69.4,67.8,0.009,100.0,12.5,['rain'],0.0,0.0,25.3,17.3,200.2,1017.2,38.4,9.9,258.5,22.5,8.0,,05:42:27,1626432147,20:03:44,1626483824,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72327013897', '0679W', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
246,2021-07-21,1626840000,81.9,66.1,74.1,84.0,66.1,74.4,64.6,73.1,0.0,0.0,0.0,,0.0,0.0,,9.7,350.0,1018.2,29.6,6.8,88.0,7.5,4.0,,06:34:10,1626863650,21:07:31,1626916051,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72435653866', 'KEYE', 'KIND', '72438093819', '72438453842', 'F9086', '72057500173']",obs
247,2020-07-05,1593921600,92.8,69.1,81.1,92.3,69.1,80.8,59.6,51.2,0.0,0.0,0.0,,0.0,0.0,,10.9,9.8,1014.5,22.5,9.9,319.4,27.5,9.0,,06:09:33,1593943773,21:03:42,1593997422,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', '0731W', '72428014821']",obs
248,2022-07-30,1659157200,82.1,57.8,70.7,82.5,57.8,70.8,59.6,70.7,0.0,0.0,0.0,,0.0,0.0,7.6,5.7,159.7,1021.3,23.9,11.2,279.8,24.1,9.0,10.0,05:55:43,1659178543,20:13:50,1659230030,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', 'F6994', '72439093822', '74467204862']",obs
249,2019-08-14,1565758800,90.3,73.1,81.1,92.8,73.1,82.7,68.9,69.2,0.0,0.0,0.0,,0.0,0.0,20.8,10.1,331.9,1013.5,32.4,9.9,305.3,26.4,10.0,,06:04:17,1565780657,19:38:47,1565829527,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72327013897', '0679W', 'E9547', 'KJWN', 'KBNA', 'KMQY', '72327199999']",obs
250,2019-08-28,1566964800,81.0,62.1,71.6,80.7,62.1,71.6,60.1,71.3,0.0,0.0,0.0,,0.0,0.0,20.8,9.2,301.6,1015.3,19.6,8.0,192.0,16.4,9.0,,07:05:26,1566990326,20:15:29,1567037729,0.94,Clear,Clear conditions throughout the day.,clear-day,"['72422093820', 'KLEX', 'KFFT', '0786W', '72423353841', '99999963838', '72423513810', 'C3512']",obs
251,2019-08-16,1565931600,80.9,68.1,74.6,83.0,68.1,74.8,66.8,77.1,0.339,100.0,20.83,['rain'],0.0,0.0,32.2,15.9,193.9,1012.3,21.7,9.8,75.9,6.5,4.0,,06:23:32,1565954612,20:01:52,1566003712,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"['72445803963', '72442013997', 'C8078', 'KVIH', '72445003945', 'KCOU']",obs
252,2022-08-30,1661835600,87.0,71.5,77.9,91.2,71.5,79.1,68.2,73.7,0.0,0.0,0.0,,0.0,0.0,19.7,9.1,289.7,1015.7,54.7,9.7,176.3,15.3,6.0,60.0,06:17:11,1661858231,19:17:40,1661905060,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72327013897', '0679W', 'E9547', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999']",obs
253,2019-08-28,1566964800,81.0,62.1,72.9,81.2,62.1,72.9,61.9,71.7,0.115,100.0,25.0,['rain'],0.0,0.0,23.0,11.4,282.0,1013.8,59.1,9.3,214.7,18.5,7.0,,06:52:17,1566989537,20:02:43,1567036963,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['KBKW', '72425003860', '72414013866', 'D7574', '72412003872', 'KCRW', 'KHTS', 'BEEW2']",obs
254,2019-08-16,1565928000,83.2,63.0,74.1,83.0,63.0,74.2,62.0,68.9,0.0,0.0,0.0,,0.0,0.0,19.7,10.3,243.5,1014.7,29.6,9.0,230.5,19.9,8.0,,06:44:24,1565952264,20:27:34,1566001654,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCMH', 'KTZR', 'KOSU', '72092800315', '72428804804', 'E5493', '0731W', '72428014821']",obs
255,2022-08-13,1660366800,91.1,66.8,79.5,95.2,66.8,81.2,64.4,61.2,0.0,0.0,0.0,,0.0,0.0,25.3,10.3,165.8,1016.2,0.0,9.9,278.5,24.0,9.0,30.0,06:21:08,1660389668,20:05:24,1660439124,0.55,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
256,2019-08-16,1565931600,82.1,69.1,75.0,86.0,69.1,76.0,67.6,78.3,0.0,0.0,0.0,,0.0,0.0,,10.2,198.8,1013.1,35.7,9.9,203.8,17.7,8.0,,06:11:16,1565953876,19:53:50,1566003230,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', '72439093822', '74467204862']",obs
257,2022-08-19,1660885200,86.0,62.1,74.4,87.8,62.1,75.3,64.2,72.9,0.0,0.0,0.0,,0.0,0.0,16.1,10.3,180.1,1012.6,9.3,9.5,248.6,21.5,9.0,60.0,06:26:29,1660908389,19:57:32,1660957052,0.75,Clear,Clear conditions throughout the day.,clear-day,"['72445803963', 'D5315', 'KJEF', '72442013997', 'KVIH', '72445003945', 'KCOU']",obs
258,2022-08-09,1660021200,91.2,73.1,79.6,97.3,73.1,81.6,70.1,74.3,0.424,100.0,12.5,['rain'],0.0,0.0,27.7,11.8,232.4,1017.9,45.5,9.5,267.3,23.1,8.0,75.0,06:00:32,1660042832,19:44:11,1660092251,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72327013897', '0679W', 'E9547', 'KJWN', 'KBNA', 'KMQY', '72327313827', '72327199999', 'AV736']",obs
259,2020-08-25,1598331600,92.0,69.1,79.6,98.8,69.1,82.1,69.6,73.6,0.0,0.0,0.0,,0.0,0.0,,5.7,240.1,1017.1,0.3,9.7,206.2,17.8,8.0,,06:20:28,1598354428,19:39:50,1598402390,0.25,Clear,Clear conditions throughout the day.,clear-day,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', 'E7786', '72439093822', 'D3458', '74467204862']",obs
260,2022-08-30,1661835600,82.1,62.1,72.5,81.8,62.1,72.5,61.1,70.9,0.042,100.0,12.5,['rain'],0.0,0.0,23.0,14.8,303.7,1016.1,17.5,9.8,206.5,17.9,9.0,10.0,06:24:43,1661858683,19:32:57,1661905977,0.12,Rain,Clear conditions throughout the day with early morning rain.,rain,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', '72439093822', 'D3458', '74467204862']",obs
261,2021-08-04,1628053200,83.9,57.8,70.9,83.4,57.8,71.0,59.5,71.0,0.001,100.0,4.17,['rain'],0.0,0.0,,5.8,20.6,1019.8,10.7,9.3,258.2,22.2,9.0,,06:00:30,1628074830,20:08:13,1628125693,0.87,Rain,Clear conditions throughout the day with morning rain.,rain,"['74466653944', 'KTAZ', 'KSPI', 'MASI2', 'KAAA', 'F6994', '72439093822', '74467204862']",obs
262,2020-08-12,1597204800,89.9,69.2,78.2,92.0,69.2,79.3,67.0,71.5,0.02,100.0,8.33,['rain'],0.0,0.0,24.2,8.0,28.3,1016.6,61.5,9.9,131.0,11.2,6.0,,06:38:53,1597228733,20:23:30,1597278210,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KBKW', '72425003860', 'F6696', '72414013866', 'F7791', '72412003872', 'KCRW', 'KHTS']",obs
263,2019-08-01,1564632000,83.3,60.8,72.8,82.6,60.8,72.7,57.8,61.7,0.0,0.0,0.0,,0.0,0.0,,7.3,340.6,1019.4,13.2,9.9,321.5,27.8,9.0,,06:43:21,1564656201,20:57:59,1564707479,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72435653866', 'KEYE', 'KIND', '72438093819', '72438453842', 'AS046', 'AN200', '72057500173']",obs
