,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
0,2022-02-04,1643950800,40.0,21.9,30.9,35.8,9.7,21.6,28.5,90.9,1.696,100.0,100.0,"['rain', 'snow']",0.0,3.0,23.7,19.5,9.7,1015.0,100.0,2.6,10.4,0.9,1.0,10.0,06:54:34,1643975674,17:02:20,1644012140,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"['KOWD', 'AV085', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702', 'AT018']",obs
1,2020-03-25,1585108800,41.2,18.0,29.7,36.7,13.2,26.6,21.8,75.0,0.0,0.0,0.0,,0.0,0.0,,11.3,168.4,1023.0,72.6,6.0,171.0,14.7,7.0,,06:43:16,1585132996,19:09:38,1585177778,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['EMRV1', 'K1V4', '72614054742', 'VTW12', 'KMPV', 'KMVL', 'C1219', '72611454771', '72614594705']",obs
2,2020-04-06,1586145600,67.5,50.0,56.9,67.5,47.2,56.8,36.8,52.7,0.005,100.0,12.5,['rain'],0.0,0.0,20.8,13.5,354.0,1015.9,21.6,9.9,272.4,23.7,9.0,,06:30:33,1586169033,19:26:39,1586215599,0.45,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"['72505394728', '72055399999', 'KLGA', 'KJRB', 'KNYC', 'F1417', '72503014732']",obs
3,2019-04-09,1554782400,30.8,25.1,28.2,29.9,13.7,21.1,26.3,92.3,0.091,100.0,8.33,"['rain', 'snow']",0.0,0.1,18.3,12.7,44.2,1009.1,95.2,6.6,85.0,7.4,3.0,,06:06:14,1554804374,19:15:59,1554851759,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"['KWVL', 'KIWI', '72713594623', 'RA019', '72618514605', 'KAUG', '72607314615']",obs
4,2020-04-02,1585800000,38.9,33.2,34.9,30.8,25.3,27.3,29.8,81.9,0.213,100.0,33.33,"['rain', 'snow']",0.0,0.0,26.1,15.8,326.9,1008.8,89.0,8.5,98.4,8.4,4.0,,06:28:40,1585823320,19:19:29,1585869569,0.32,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"['EMRV1', 'K1V4', '72614054742', 'VTW12', 'KMPV', 'KMVL', 'C1219', '72611454771', '72614594705']",obs
5,2023-04-09,1681012800,50.9,30.4,40.7,50.9,24.8,37.4,20.9,47.9,0.0,0.0,0.0,,0.0,0.0,15.0,12.7,90.6,1032.6,7.7,9.9,214.6,18.6,7.0,10.0,06:15:26,1681035326,19:19:50,1681082390,0.62,Clear,Clear conditions throughout the day.,clear-day,"['KPVD', '72505464710', 'F2973', '72507014765', 'E7318', 'KSFZ']",obs
6,2023-04-10,1681099200,65.0,34.0,48.1,65.0,29.8,46.7,19.5,34.7,0.0,0.0,0.0,,0.0,0.0,20.8,10.3,233.2,1026.3,0.0,9.9,248.4,21.6,8.0,10.0,06:04:27,1681121067,19:17:17,1681168637,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KWVL', 'KIWI', '72713594623', '72618514605', '0770W', 'KAUG', '72607314615']",obs
7,2022-04-19,1650340800,51.2,42.2,47.0,51.2,34.6,42.1,31.0,56.2,0.027,100.0,4.17,['rain'],0.0,0.0,38.0,19.7,288.4,1013.5,73.3,9.4,126.0,10.9,4.0,10.0,06:23:37,1650363817,19:47:11,1650412031,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['99999913752', '72215899999', 'F7211', '72406093721', 'KBWI', 'KNAK', '74594013705']",obs
8,2023-04-10,1681099200,69.2,37.0,55.2,69.2,37.0,55.0,29.1,40.5,0.0,0.0,0.0,,0.0,0.0,8.1,9.6,203.3,1030.2,0.9,9.9,233.2,20.1,8.0,10.0,06:37:19,1681123039,19:41:08,1681170068,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KMDT', 'KTHV', 'AV047', 'KMUI', 'MNGP1', '72511814751', 'KCXY', '72399014711']",obs
9,2020-04-01,1585713600,44.0,29.6,37.6,37.9,22.8,30.9,28.7,71.1,0.0,0.0,0.0,,0.0,0.0,30.3,18.5,18.9,1007.3,59.6,9.9,6.4,0.2,0.0,,06:27:33,1585736853,19:11:48,1585782708,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KPVD', '72506854777', 'AN448', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
10,2023-05-17,1684296000,66.6,53.7,61.4,66.6,53.7,61.4,37.4,43.8,0.0,0.0,0.0,,0.0,0.0,26.4,13.7,1.1,1009.7,7.2,9.9,266.5,22.9,10.0,10.0,05:50:03,1684317003,20:18:27,1684369107,0.93,Clear,Clear conditions throughout the day.,clear-day,"['KMDT', 'KTHV', 'KMUI', 'AV047', 'MNGP1', '72511814751', 'KCXY', '72399014711']",obs
11,2023-05-14,1684036800,73.4,54.2,63.5,73.4,54.2,63.5,36.8,38.4,0.0,0.0,0.0,,0.0,0.0,21.9,11.2,350.4,1020.7,0.6,9.9,281.5,24.5,9.0,10.0,05:44:26,1684057466,20:07:00,1684109220,0.82,Clear,Clear conditions throughout the day.,clear-day,"['KTTN', 'KWRI', '72409514792', '72408594732', '72409614706', 'KPNE', 'D5416']",obs
12,2023-05-02,1683000000,53.9,43.8,49.9,53.9,43.8,49.5,42.8,77.5,0.068,100.0,25.0,['rain'],0.0,0.0,21.7,12.6,198.1,995.4,77.4,8.4,118.3,10.2,5.0,10.0,05:46:09,1683020769,19:50:01,1683071401,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['KMMK', 'KHFD', 'E6187', '72508714752', 'KBDL', '72508014740', '72502754788']",obs
13,2023-05-21,1684641600,66.1,50.1,57.3,66.1,50.1,57.3,48.6,73.9,0.074,100.0,16.67,['rain'],0.0,0.0,21.9,16.8,299.7,1013.2,64.0,9.6,227.9,19.9,7.0,10.0,05:17:44,1684660664,20:16:47,1684714607,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['K1V4', '72614054742', 'KMPV', 'KMVL', 'C1219', '72611454771', '72614594705']",obs
14,2023-05-14,1684036800,73.4,54.2,63.5,73.4,54.2,63.5,36.8,38.4,0.0,0.0,0.0,,0.0,0.0,21.9,11.2,350.4,1020.7,0.6,9.9,281.5,24.5,9.0,10.0,05:44:26,1684057466,20:07:00,1684109220,0.82,Clear,Clear conditions throughout the day.,clear-day,"['KTTN', 'KWRI', '72409514792', '72408594732', '72409614706', 'KPNE', 'D5416']",obs
15,2019-05-14,1557806400,52.1,41.0,46.1,52.1,35.7,43.4,39.7,79.0,0.025,100.0,12.5,['rain'],0.0,0.0,,11.1,8.4,1010.1,88.6,9.2,76.5,6.7,4.0,,05:32:08,1557826328,20:02:35,1557878555,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KMMK', 'KHFD', 'E6187', '72508714752', 'KBDL', '72508014740', '72502754788']",obs
16,2022-06-02,1654142400,66.8,55.9,60.9,66.8,55.9,60.9,55.0,81.2,0.124,100.0,25.0,['rain'],0.0,0.0,9.4,6.6,53.0,1009.1,99.1,8.4,84.5,7.3,3.0,10.0,05:09:07,1654160947,20:28:03,1654216083,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['EMRV1', 'K1V4', '72614054742', 'KMPV', 'KMVL', 'C1219', '72611454771', '72614594705']",obs
17,2022-06-22,1655870400,66.8,63.0,65.1,66.8,63.0,65.1,59.7,82.8,0.05,100.0,16.67,['rain'],0.0,0.0,23.0,15.0,128.8,1017.0,100.0,8.3,53.3,4.6,2.0,10.0,05:25:20,1655889920,20:30:54,1655944254,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72505394728', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs
18,2021-06-15,1623729600,78.8,62.4,70.1,78.8,62.4,70.1,57.1,65.9,0.0,0.0,0.0,,0.0,0.0,21.9,13.5,302.9,1009.5,55.7,8.9,174.4,15.0,9.0,,05:37:21,1623749841,20:39:03,1623803943,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KMDT', 'KTHV', 'KMUI', 'AV047', 'MNGP1', '72511814751', 'KCXY', '72399014711']",obs
19,2022-06-10,1654833600,76.9,60.0,69.8,76.9,60.0,69.8,49.5,50.4,0.0,0.0,0.0,,0.0,0.0,25.2,19.5,272.6,1007.7,50.6,9.9,199.6,17.5,6.0,10.0,05:07:14,1654852034,20:20:31,1654906831,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KOWD', 'AV085', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702']",obs
20,2020-06-14,1592107200,65.2,52.8,59.4,65.2,52.8,59.4,47.3,64.9,0.0,0.0,0.0,,0.0,0.0,19.1,15.9,39.9,1028.6,29.0,9.9,219.6,18.9,6.0,,05:06:52,1592125612,20:22:37,1592180557,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KOWD', '72509854704', 'KBED', '0518W', 'A1261', 'KBOS', '72509014739', '72505914702']",obs
21,2020-06-15,1592193600,75.0,52.6,64.5,75.0,52.6,64.5,49.7,61.1,0.0,0.0,0.0,,0.0,0.0,24.2,11.6,61.5,1027.9,1.6,9.9,272.5,23.6,9.0,,05:29:00,1592213340,20:30:30,1592267430,0.82,Clear,Clear conditions throughout the day.,clear-day,"['KTTN', 'KWRI', '72409514792', '72408594732', '72409614706', 'KPNE', 'D5416']",obs
22,2020-07-13,1594612800,88.9,73.9,80.7,89.5,73.9,81.3,64.6,59.8,0.0,0.0,0.0,,0.0,0.0,18.3,9.3,217.3,1007.5,54.4,9.9,407.3,35.2,10.0,,05:28:01,1594632481,20:24:42,1594686282,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KMMK', 'KHFD', 'E6187', '72508714752', 'KBDL', '72508014740', '72502754788']",obs
23,2019-07-02,1562040000,91.8,65.0,77.4,96.4,65.0,78.9,63.9,64.5,0.002,100.0,4.17,['rain'],0.0,0.0,21.9,13.1,261.0,1011.2,23.7,9.9,222.7,19.2,8.0,,05:42:02,1562060522,20:40:56,1562114456,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['KMDT', 'KTHV', 'KMUI', 'MNGP1', '72511814751', 'KCXY', '72399014711', 'E7690']",obs
24,2019-07-24,1563940800,86.8,70.0,77.0,86.5,70.0,77.1,64.3,67.4,0.02,100.0,12.5,['rain'],0.0,0.0,42.5,10.8,42.4,1013.7,55.2,9.8,301.1,26.0,10.0,,05:45:06,1563961506,20:19:30,1564013970,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72505394728', '72055399999', 'KLGA', 'KJRB', 'KNYC', 'F1417', '72503014732']",obs
25,2022-07-24,1658635200,95.8,73.4,84.2,103.7,73.4,88.0,70.5,65.8,0.0,0.0,0.0,,0.0,0.0,29.1,15.9,195.6,1016.6,4.3,9.9,279.8,24.1,9.0,100.0,05:55:35,1658656535,20:21:15,1658708475,0.86,Clear,Clear conditions throughout the day.,clear-day,"['KDOV', '72408813707', '72407513735', 'KWWD', 'KMIV', '72409313764', 'DE026']",obs
26,2019-07-24,1563940800,85.4,65.1,74.8,83.2,65.1,74.5,58.4,60.0,0.0,0.0,0.0,,0.0,0.0,17.2,8.6,304.4,1014.8,21.3,9.9,286.5,24.7,9.0,,05:57:50,1563962270,20:29:46,1564014586,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KMDT', 'KTHV', 'KMUI', 'MNGP1', '72511814751', 'KCXY', '72399014711', 'E7690']",obs
27,2022-07-25,1658721600,89.8,76.4,83.2,99.7,76.4,88.0,72.0,69.4,0.049,100.0,4.17,['rain'],0.0,0.0,26.4,12.5,220.0,1013.2,63.0,9.8,80.4,7.1,3.0,100.0,06:00:46,1658743246,20:23:49,1658795029,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['99999913752', '72215899999', 'F7211', '72406093721', 'KBWI', 'KNAK', '74594013705']",obs
28,2022-07-04,1656907200,82.1,71.1,77.2,82.0,71.1,77.2,59.9,57.3,0.0,0.0,0.0,,0.0,0.0,19.0,10.3,91.2,1021.0,0.1,9.5,181.4,15.6,6.0,10.0,05:45:44,1656927944,20:34:59,1656981299,0.19,Clear,Clear conditions throughout the day.,clear-day,"['99999913752', '72215899999', 'F7211', '72406093721', 'KBWI', 'KNAK', '74594013705']",obs
29,2021-07-05,1625457600,77.0,56.0,65.1,77.0,56.0,65.1,57.6,78.3,0.0,0.0,0.0,,0.0,0.0,19.7,12.7,175.9,1017.6,64.0,9.7,260.5,22.4,9.0,,05:12:41,1625476361,20:28:44,1625531324,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KCON', '72615554736', 'KLCI', '72605014745', 'D3142', '74394514710', 'KMHT']",obs
30,2020-07-27,1595822400,94.9,75.7,86.0,97.1,75.7,87.6,64.8,50.4,0.0,0.0,0.0,,0.0,0.0,23.0,14.7,253.1,1006.9,49.2,9.9,213.8,18.4,6.0,,05:32:16,1595842336,20:08:39,1595894919,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KOWD', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702']",obs
31,2022-07-25,1658721600,89.1,78.2,84.0,96.1,78.2,88.5,71.1,66.1,0.0,0.0,0.0,,0.0,0.0,35.2,20.6,224.3,1009.8,84.2,9.9,91.6,7.9,3.0,75.0,05:29:53,1658741393,20:11:09,1658794269,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KOWD', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702']",obs
32,2022-08-19,1660881600,92.0,68.9,80.7,88.4,68.9,79.4,52.7,41.5,0.0,0.0,0.0,,0.0,0.0,21.9,13.8,271.9,1015.3,43.7,9.9,192.9,16.5,6.0,10.0,05:55:38,1660902938,19:39:19,1660952359,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KOWD', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702']",obs
33,2020-08-25,1598328000,89.0,62.1,71.7,88.3,62.1,71.7,61.4,73.9,0.14,100.0,12.5,['rain'],0.0,0.0,45.7,19.6,285.1,1006.9,26.3,9.1,195.6,16.8,9.0,,06:03:09,1598349789,19:32:14,1598398334,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KCON', '72615554736', 'KLCI', '72605014745', 'D3142', '74394514710', 'KMHT']",obs
34,2021-08-14,1628913600,87.9,73.1,80.5,95.6,73.1,83.7,71.5,75.4,0.007,100.0,4.17,['rain'],0.0,0.0,20.8,12.7,280.5,1016.8,30.4,9.8,172.2,14.8,7.0,,05:53:04,1628934784,19:46:46,1628984806,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KPVD', '72506854777', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
35,2019-08-19,1566187200,92.0,77.0,85.0,106.4,77.0,92.2,74.0,70.6,0.347,100.0,12.5,['rain'],0.0,0.0,19.7,12.7,132.4,1015.3,22.7,9.8,233.3,20.4,8.0,,06:22:47,1566210167,19:55:48,1566258948,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['99999913752', '72215899999', '72406093721', 'E8466', 'KBWI', 'KNAK', '74594013705']",obs
36,2022-08-16,1660622400,81.0,70.1,75.1,80.9,70.1,75.1,60.7,62.8,0.0,0.0,0.0,,0.0,0.0,21.9,11.4,53.7,1015.5,6.5,9.9,150.6,12.8,6.0,30.0,06:20:20,1660645220,19:59:31,1660694371,0.65,Clear,Clear conditions throughout the day.,clear-day,"['99999913752', '72215899999', 'F7211', '72406093721', 'KBWI', 'KNAK', '74594013705']",obs
37,2021-08-15,1629000000,83.2,69.2,75.2,82.1,69.2,75.0,56.7,54.2,0.001,100.0,4.17,['rain'],0.0,0.0,,8.6,13.3,1021.1,32.8,9.9,258.3,22.4,8.0,,06:10:30,1629022230,19:55:46,1629071746,0.25,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['KTTN', 'KWRI', '72409514792', '72408594732', '72409614706', 'KPNE', 'D5416']",obs
38,2021-08-15,1629000000,80.6,65.8,73.1,80.4,65.8,73.1,57.0,58.7,0.0,0.0,0.0,,0.0,0.0,,11.1,345.9,1021.7,45.1,9.9,222.3,19.2,7.0,,05:54:06,1629021246,19:45:20,1629071120,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KPVD', '72506854777', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
39,2022-08-16,1660622400,83.0,66.5,74.0,81.5,66.5,73.8,56.0,55.5,0.0,0.0,0.0,,0.0,0.0,21.9,14.5,64.3,1015.9,21.6,9.9,281.8,24.1,9.0,10.0,06:07:20,1660644440,19:52:36,1660693956,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72505394728', 'KLGA', 'F8726', 'KNYC', 'F1417', '72503014732']",obs
40,2021-08-15,1629000000,82.8,69.1,75.9,82.3,69.1,75.8,56.7,52.0,0.0,0.0,0.0,,0.0,0.0,,7.2,27.6,1022.4,73.2,9.9,78.0,6.9,5.0,,06:18:55,1629022735,20:04:20,1629072260,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KMDT', 'KTHV', 'KMUI', 'AV047', 'MNGP1', '72511814751', 'KCXY', '72399014711']",obs
41,2019-08-25,1566705600,79.2,58.0,69.6,79.2,58.0,69.6,53.6,58.3,0.0,0.0,0.0,,0.0,0.0,20.8,15.3,83.6,1023.5,42.3,9.9,271.6,23.6,9.0,,06:28:02,1566728882,19:50:35,1566777035,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KMDT', 'KTHV', 'KMUI', 'MNGP1', '72511814751', '0530W', 'KCXY', '72399014711']",obs
42,2022-08-19,1660881600,90.0,62.5,76.9,88.1,62.5,76.5,58.0,55.8,0.0,0.0,0.0,,0.0,0.0,22.1,10.2,223.2,1016.8,9.5,9.9,608.0,52.8,6.0,10.0,06:14:07,1660904047,19:50:31,1660953031,0.75,Clear,Clear conditions throughout the day.,clear-day,"['KTTN', 'KWRI', '72409514792', '72408594732', '72409614706', 'D5416', 'KPNE']",obs
43,2021-08-06,1628222400,86.0,59.1,71.8,86.9,59.1,72.1,62.0,75.2,0.0,0.0,0.0,,0.0,0.0,,8.9,221.5,1019.4,46.0,6.9,272.9,23.6,9.0,,05:42:05,1628242925,20:01:15,1628294475,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['KCON', '72615554736', 'KLCI', '72605014745', 'D3142', 'BERN3', '74394514710', 'KMHT']",obs
44,2023-08-23,1692763200,75.8,53.9,64.9,75.8,53.9,64.9,50.3,61.2,0.0,0.0,0.0,,0.0,0.0,11.4,8.0,271.3,1019.2,2.3,9.9,241.3,20.9,7.0,10.0,05:51:17,1692784277,19:31:32,1692833492,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KWVL', 'KIWI', '72713594623', '0770W', '72618514605', 'KAUG', '72607314615']",obs
45,2022-08-09,1660017600,95.1,77.0,83.4,104.3,77.0,88.1,74.6,76.5,0.257,100.0,29.17,['rain'],0.0,0.0,28.2,12.6,239.0,1011.9,57.9,9.7,190.0,16.4,7.0,100.0,05:47:42,1660038462,19:53:58,1660089238,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KPVD', '72506854777', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
46,2023-09-17,1694923200,69.3,48.6,58.8,69.3,46.9,58.7,49.8,73.9,0.0,0.0,0.0,,0.0,0.0,10.3,10.3,297.0,1013.5,1.2,9.9,184.9,16.0,8.0,10.0,06:31:23,1694946683,18:57:37,1694991457,0.09,Clear,Clear conditions throughout the day.,clear-day,"['K1V4', '72614054742', 'C1219', 'KMPV', 'KMVL', '72611454771', '72614594705']",obs
47,2022-09-16,1663300800,66.8,52.0,57.9,66.8,52.0,57.9,38.3,49.3,0.0,0.0,0.0,,0.0,0.0,30.0,18.3,309.2,1019.2,7.4,9.9,202.5,17.3,7.0,10.0,06:19:15,1663323555,18:47:52,1663368472,0.7,Clear,Clear conditions throughout the day.,clear-day,"['KWVL', 'KIWI', '72713594623', '72618514605', '0770W', 'KAUG', '72607314615']",obs
48,2020-09-22,1600747200,73.1,37.0,54.6,73.1,36.4,54.0,33.0,52.7,0.0,0.0,0.0,,0.0,0.0,24.3,15.8,0.6,1018.3,1.8,9.9,170.6,14.7,7.0,,06:38:35,1600771115,18:47:09,1600814829,0.18,Clear,Clear conditions throughout the day.,clear-day,"['KMMK', 'KHFD', 'E6187', 'AR651', '72508714752', 'KBDL', '72508014740', 'C0811', '72502754788']",obs
49,2022-09-14,1663128000,78.6,59.2,68.6,78.6,59.2,68.6,55.3,63.6,0.0,0.0,0.0,,0.0,0.0,23.0,11.3,284.0,1016.1,12.2,9.9,17.0,1.4,1.0,10.0,06:47:25,1663152445,19:18:04,1663197484,0.64,Clear,Clear conditions throughout the day.,clear-day,"['KMDT', 'D5425', 'KTHV', 'KMUI', 'AV047', '72511814751', '0530W', 'KCXY', '72399014711']",obs
50,2020-09-23,1600833600,78.4,51.3,64.6,78.4,51.3,64.6,46.5,52.7,0.0,0.0,0.0,,0.0,0.0,21.4,13.6,293.3,1006.4,10.6,9.9,161.5,13.9,6.0,,06:34:34,1600857274,18:40:22,1600900822,0.25,Clear,Clear conditions throughout the day.,clear-day,"['KPVD', '72506854777', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
51,2023-09-07,1694059200,91.1,77.0,83.5,103.1,77.0,90.3,74.8,75.9,0.0,0.0,0.0,,0.0,0.0,20.8,15.0,140.4,1009.0,0.1,9.6,121.0,10.4,5.0,75.0,06:39:58,1694083198,19:27:30,1694129250,0.75,Clear,Clear conditions throughout the day.,clear-day,"['F7211', '99999913752', '72215899999', '72406093721', 'KBWI', 'KNAK', '74594013705']",obs
52,2023-10-16,1697428800,57.9,48.8,53.0,57.9,44.9,52.2,46.1,77.7,0.06,100.0,12.5,['rain'],0.0,0.0,21.9,11.2,319.5,1000.6,90.5,9.9,74.5,6.6,4.0,10.0,06:57:58,1697453878,18:01:03,1697493663,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['KOWD', '72509854704', 'KBED', '0518W', 'KBOS', '72509014739', '72505914702']",obs
53,2020-10-18,1602993600,65.2,34.4,49.3,65.2,31.0,49.0,40.9,75.5,0.0,0.0,0.0,,0.0,0.0,20.8,14.8,123.1,1029.4,17.7,9.9,122.3,10.6,5.0,,07:13:26,1603019606,18:14:06,1603059246,0.06,Clear,Clear conditions throughout the day.,clear-day,"['KTTN', 'KWRI', '72409514792', 'E7502', '72408594732', '72409614706', 'KPNE', 'D5416']",obs
54,2021-10-02,1633147200,73.1,45.4,59.3,73.1,44.3,58.9,49.8,73.1,0.0,0.0,0.0,,0.0,0.0,17.2,11.0,245.0,1019.4,11.3,9.9,148.6,12.7,6.0,,06:43:51,1633171431,18:25:15,1633213515,0.88,Clear,Clear conditions throughout the day.,clear-day,"['KPVD', '72506854777', 'KTAN', '72505464710', '72507014765', 'E7318', 'KSFZ']",obs
55,2021-11-01,1635739200,63.8,53.9,58.2,63.8,53.9,58.2,42.3,57.6,0.0,0.0,0.0,,0.0,0.0,23.0,12.7,269.0,1016.9,19.5,9.9,149.0,13.0,7.0,,07:26:40,1635766000,17:51:59,1635803519,0.89,Clear,Clear conditions throughout the day.,clear-day,"['72505394728', '72055399999', 'KLGA', 'E5816', 'KJRB', 'KNYC', 'F1417', '72503014732']",obs
56,2019-11-10,1573362000,41.1,27.1,34.9,36.5,16.6,27.9,20.4,55.3,0.0,0.0,0.0,,0.0,0.1,21.9,12.2,180.8,1015.7,70.7,9.9,62.8,5.2,3.0,,06:39:00,1573385940,16:28:51,1573421331,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['EMRV1', 'K1V4', '72614054742', 'VTW12', 'KMPV', 'KMVL', 'C1219', '72611454771', '72614594705']",obs
57,2023-04-07,1680843600,46.1,15.2,29.6,41.8,7.5,22.6,23.9,80.3,0.0,0.0,0.0,,0.0,1.7,19.5,15.0,94.0,1024.5,0.0,9.5,270.4,23.3,9.0,10.0,07:11:51,1680869511,20:16:03,1680916563,0.55,Clear,Clear conditions throughout the day.,clear-day,"['72656024025', '99999994085', 'KPIR', 'RFPS2']",obs
58,2019-04-03,1554267600,55.0,39.8,47.2,55.0,35.4,45.2,37.4,69.7,0.036,100.0,16.67,['rain'],0.0,0.0,29.8,17.1,100.2,1019.0,84.6,9.7,45.7,4.1,2.0,,07:07:15,1554293235,19:53:39,1554339219,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KBIE', '72094200323', '72551594947', 'C0453', 'E7007', '72551014939', 'KAHQ', 'KLNK']",obs
59,2021-04-12,1618203600,60.1,41.0,50.2,60.1,33.8,46.3,25.7,41.1,0.0,0.0,0.0,,0.0,0.0,35.6,23.0,322.8,1016.6,14.7,9.9,262.1,22.6,8.0,,06:52:02,1618228322,20:03:41,1618275821,0.02,Clear,Clear conditions throughout the day.,clear-day,"['72094200323', '72551594947', 'E7007', 'ROFN1', '72551014939', 'KAHQ', 'KLNK']",obs
60,2023-05-01,1682917200,60.8,27.3,45.6,60.8,25.6,44.3,25.5,49.6,0.0,0.0,0.0,,0.0,0.0,28.7,17.4,6.7,1018.6,0.0,9.9,313.8,27.2,9.0,10.0,06:28:16,1682940496,20:53:07,1682992387,0.37,Clear,Clear conditions throughout the day.,clear-day,"['KBIS', '72087100296', 'C2059', 'KY19', 'TS680', '72764024011']",obs
61,2021-05-01,1619848800,73.1,54.0,61.6,73.1,54.0,61.6,32.6,34.5,0.0,0.0,0.0,,0.0,0.0,34.9,25.3,288.6,1009.4,8.4,9.9,270.9,23.3,10.0,,06:12:57,1619871177,20:38:11,1619923091,0.66,Clear,Clear conditions throughout the day.,clear-day,"['KBTM', 'HVMT', 'E3848', 'KHLN', '72772024144', '72774024135']",obs
62,2019-05-14,1557810000,80.1,48.8,63.9,79.3,48.0,63.8,50.5,67.3,0.0,0.0,0.0,,0.0,0.0,17.2,12.8,340.7,1010.3,0.0,9.9,297.0,25.7,9.0,,06:15:34,1557832534,21:00:38,1557885638,0.35,Clear,Clear conditions throughout the day.,clear-day,"['72656024025', '99999994085', 'KPIR', 'RFPS2']",obs
63,2023-05-14,1684040400,70.1,53.1,60.1,70.1,53.1,60.1,48.7,67.4,0.0,0.0,0.0,,0.0,0.0,31.1,19.7,56.1,1029.3,73.6,9.9,221.3,19.3,9.0,10.0,06:15:33,1684062933,21:00:44,1684116044,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72656024025', '99999994085', 'KPIR', 'RFPS2']",obs
