,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
180,2021-04-07,1617771600,73.2,57.0,64.1,73.2,57.0,64.1,54.0,71.4,0.77,100.0,33.33,['rain'],0.0,0.0,28.8,18.5,162.3,1001.5,76.6,8.9,91.1,8.0,4.0,06:46:51,1617796011,19:46:48,1617842808,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KDSM', 'KAMW', '72546014933', '72546604938', 'KIKV', '99999954902', 'C6735']",obs,
181,2022-05-11,1652245200,78.2,62.3,69.5,78.2,62.3,69.5,54.4,61.3,2.134,100.0,12.5,['rain'],0.0,0.0,41.0,25.0,88.9,1016.8,63.9,9.1,97.0,8.2,3.0,05:48:09,1652266089,20:30:10,1652319010,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['C5560', 'D0937', 'KSTP', 'KSGS', '72658414927', '72660304974', 'KMSP', '72658014922']",obs,30.0
182,2019-05-24,1558674000,72.2,53.1,60.7,72.2,53.1,60.7,55.8,84.4,0.751,100.0,70.83,['rain'],0.0,0.0,26.3,18.1,148.5,1016.2,63.2,9.1,134.9,11.6,5.0,05:26:10,1558693570,20:23:09,1558747389,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['D5478', '72641404873', '72641014837', 'KEFT', 'PEEW3', 'KC29', '99999900236', 'KMSN']",obs,
183,2019-05-24,1558674000,79.0,55.4,67.0,79.0,55.4,67.0,60.4,80.6,1.743,100.0,45.83,['rain'],0.0,0.0,45.4,17.9,166.5,1012.5,67.0,8.8,130.7,10.7,4.0,05:47:37,1558694857,20:35:30,1558748130,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KDSM', '72546014933', '72546604938', 'KIKV', '99999954902', 'C6735']",obs,
184,2021-06-24,1624510800,75.9,68.4,72.3,75.9,68.4,72.3,61.0,69.0,0.264,100.0,16.67,['rain'],0.0,0.0,23.1,16.3,191.5,1011.7,89.5,9.7,66.8,5.6,3.0,05:19:12,1624529952,20:40:58,1624585258,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72641404873', 'F3620', '72641014837', 'KEFT', 'KC29', '99999900236', 'KMSN']",obs,
185,2019-06-17,1560747600,79.0,62.2,69.8,79.0,62.2,69.8,61.7,77.0,0.0,0.0,0.0,,0.0,0.0,27.7,14.4,78.6,1014.2,62.8,9.0,177.0,15.3,8.0,05:39:53,1560767993,20:50:59,1560822659,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KDSM', 'KAMW', '72546014933', '72546604938', 'KIKV', '99999954902', 'C6735']",obs,
186,2019-06-18,1560834000,73.2,54.2,65.9,73.2,54.2,65.9,52.2,62.9,0.0,0.0,0.0,,0.0,0.0,17.2,10.1,324.7,1013.7,30.2,9.9,160.8,14.0,5.0,05:25:28,1560853528,21:01:41,1560909701,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['D4810', 'C5560', 'KSTP', 'KSGS', '72658414927', 'KMSP', '72658014922', '72660304974']",obs,
187,2020-07-18,1595048400,88.2,74.8,80.4,99.9,74.8,84.4,73.1,79.2,0.091,100.0,12.5,['rain'],0.0,0.0,26.7,18.0,198.8,1011.3,45.4,9.5,155.5,13.5,7.0,05:34:58,1595068498,20:32:15,1595122335,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['MIALT', '72641404873', 'F3620', '72641014837', 'KEFT', 'KC29', '99999900236', 'KMSN']",obs,
188,2020-07-11,1594443600,83.0,67.9,75.5,83.6,67.9,75.8,62.8,66.2,0.023,100.0,16.67,['rain'],0.0,0.0,23.2,12.7,337.5,1012.1,22.8,9.7,164.4,14.2,9.0,05:37:17,1594463837,20:58:18,1594519098,0.71,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"['HPN07', 'C5560', 'KSTP', 'KSGS', '72658414927', 'KMSP', '72658014922', '72660304974']",obs,
189,2019-07-28,1564290000,87.3,70.1,79.7,89.8,70.1,81.2,67.9,68.9,0.0,0.0,0.0,,0.0,0.0,24.2,13.1,212.4,1014.5,39.0,9.6,249.2,21.5,9.0,05:43:52,1564310632,20:23:38,1564363418,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['D5478', '72641404873', '72641014837', 'KEFT', 'PEEW3', 'KC29', '99999900236', 'KMSN']",obs,
190,2020-07-21,1595307600,78.7,63.1,71.7,78.7,63.1,71.7,64.4,78.8,0.0,0.0,0.0,,0.0,0.0,21.8,15.1,150.4,1015.2,59.6,9.9,138.5,11.8,6.0,05:37:45,1595327865,20:29:44,1595381384,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['MIALT', '72641404873', 'F3620', '72641014837', 'KEFT', 'KC29', '99999900236', 'KMSN']",obs,
191,2021-08-11,1628658000,91.8,76.1,83.2,103.8,76.1,87.9,73.4,73.7,0.0,0.0,0.0,,0.0,0.0,25.4,15.3,237.9,1007.8,22.8,9.5,106.6,9.2,5.0,06:19:21,1628680761,20:19:12,1628731152,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['KDSM', 'KAMW', '72546014933', '72546604938', 'KIKV', 'F8044', '99999954902', 'C6735']",obs,
192,2020-08-10,1597035600,81.3,64.7,73.8,86.0,64.7,74.0,66.1,77.7,0.551,100.0,8.33,['rain'],0.0,0.0,55.3,25.9,285.0,1011.9,30.8,9.6,87.5,7.6,4.0,06:18:34,1597058314,20:20:13,1597108813,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['KDSM', 'C7529', 'KAMW', '72546014933', '72546604938', 'KIKV', '99999954902', 'C6735']",obs,
193,2022-08-01,1659326400,83.8,67.9,74.5,86.3,67.9,75.1,64.6,72.1,0.011,100.0,8.33,['rain'],0.0,0.0,32.4,20.3,232.9,1010.4,60.1,9.3,135.0,11.5,6.0,06:29:52,1659349792,20:58:38,1659401918,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['72539014836', 'MIHTC', '72028404877', 'KY70', 'KFPK', 'E9296', 'KLAN']",obs,75.0
194,2021-08-09,1628485200,85.8,68.1,76.7,89.1,68.1,77.8,67.6,75.2,0.001,100.0,4.17,['rain'],0.0,0.0,17.2,11.1,100.6,1008.4,15.8,9.8,202.3,17.5,8.0,06:07:31,1628507251,20:27:24,1628558844,0.04,Rain,Clear conditions throughout the day with early morning rain.,rain,"['C5560', 'KSGS', 'KSTP', '72658414927', '72660304974', 'KMSP', '72658014922']",obs,
195,2021-09-17,1631854800,75.8,56.2,65.8,75.8,56.2,65.8,50.7,61.7,0.247,100.0,20.83,['rain'],0.0,0.0,43.9,24.5,303.8,1017.5,33.4,9.7,124.2,10.5,8.0,06:53:49,1631879629,19:18:54,1631924334,0.38,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"['C5560', 'KSTP', 'KSGS', '72658414927', '72660304974', 'KMSP', '72658014922']",obs,
196,2019-09-10,1568088000,84.0,62.4,72.0,87.5,62.4,73.0,63.7,76.1,0.12,100.0,16.67,['rain'],0.0,0.0,26.4,13.7,189.6,1019.9,11.0,8.8,117.9,10.2,5.0,07:12:18,1568113938,19:57:25,1568159845,0.38,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['72539014836', 'KY70', '72028404877', 'MIHTC', 'KFPK', 'KLAN', '72537804887']",obs,
197,2023-10-13,1697173200,65.6,51.4,59.4,65.6,51.4,59.4,54.5,84.2,0.117,100.0,62.5,['rain'],0.0,0.0,27.2,16.5,169.8,1002.8,96.7,9.3,36.2,3.1,2.0,07:24:05,1697199845,18:36:45,1697240205,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['KDSM', 'KAMW', '72546014933', '72546604938', 'KIKV', '99999954902', 'C6735']",obs,10.0
